Customer ID,Total_Orders,Total_Revenue,Total_Profit,Total_Quantity,Avg_Order_Value,Avg_Discount,First_Order,Last_Order,Unique_Products,Unique_Categories,Avg_Profit_Margin,Recency (Days),Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer Segment,Customer Name,Segment
HA-14905,7,2163.3,270.86,45,216.33,0.23,2014-06-30,2017-10-22,10,3,0.81,69,7,2163.3,3,3,3,9,Potential Loyalists,Helen Abelman,Consumer
HA-14920,8,2584.16,99.14,72,143.56,0.2,2014-10-11,2017-12-10,18,3,5.5,20,8,2584.16,5,4,3,12,Loyal Customers,Helen Andreada,Consumer
HD-14785,3,251.36,-135.88,31,35.91,0.3,2014-05-11,2015-11-22,7,1,-10.81,769,3,251.36,1,1,1,3,Lost/Hibernating,Harold Dahlen,Home Office
HE-14800,4,883.53,274.4,44,80.32,0.02,2016-01-30,2017-12-18,10,3,32.98,12,4,883.53,5,1,1,7,New Customers,Harold Engle,Corporate
HF-14995,7,2533.16,-13.88,70,133.32,0.13,2014-05-26,2017-12-09,19,3,18.95,21,7,2533.16,5,4,3,12,Loyal Customers,Herbert Flentye,Consumer
HG-14845,5,785.63,147.0,31,78.56,0.19,2014-04-29,2017-11-06,10,2,18.04,54,5,785.63,3,2,1,6,Need Attention,Harry Greene,Consumer
HG-14965,12,3247.64,-2797.96,68,191.04,0.17,2014-09-20,2017-12-07,17,3,-0.53,23,12,3247.64,5,5,4,14,Champions,Henry Goldwyn,Corporate
HG-15025,7,3690.28,804.61,38,335.48,0.17,2014-10-14,2017-12-24,11,3,-0.02,6,7,3690.28,5,4,4,13,Champions,Hunter Glantz,Consumer
HH-15010,2,218.67,86.73,20,36.44,0.03,2014-08-29,2017-10-19,6,2,35.54,72,2,218.67,3,1,1,5,Need Attention,Hilary Holden,Corporate
HJ-14875,5,358.1,98.65,21,59.68,0.1,2015-04-13,2017-08-26,6,2,29.67,126,5,358.1,2,2,1,5,Lost/Hibernating,Heather Jas,Home Office
HK-14890,8,4877.78,956.95,64,325.19,0.21,2014-06-10,2017-08-01,15,3,-0.98,151,8,4877.78,2,4,5,11,Loyal Customers,Heather Kirkland,Corporate
HL-15040,6,12873.3,5622.43,50,1170.3,0.02,2014-01-20,2017-11-17,11,3,31.41,43,6,12873.3,4,3,5,12,Loyal Customers,Hunter Lopez,Consumer
HM-14860,10,8236.76,2437.98,76,411.84,0.23,2014-07-21,2017-12-28,20,3,-8.98,2,10,8236.76,5,5,5,15,Champions,Harry Marie,Corporate
HM-14980,4,736.28,117.28,29,105.18,0.17,2015-10-02,2017-04-27,7,3,23.82,247,4,736.28,1,1,1,3,Lost/Hibernating,Henry MacAllister,Consumer
HP-14815,7,1990.31,373.86,44,199.03,0.3,2014-05-06,2017-11-30,10,3,-17.85,30,7,1990.31,4,4,3,11,Loyal Customers,Harold Pawlan,Home Office
HR-14770,5,1299.29,185.58,38,99.95,0.05,2014-03-01,2017-12-17,13,3,23.5,13,5,1299.29,5,2,2,9,New Customers,Hallie Redmond,Home Office
HR-14830,7,5248.79,1196.95,51,374.91,0.1,2014-11-24,2017-07-24,14,3,22.26,159,7,5248.79,2,4,5,11,Loyal Customers,Harold Ryan,Corporate
HW-14935,8,9300.25,2164.16,85,465.01,0.04,2015-09-27,2017-09-04,20,3,25.36,117,8,9300.25,2,4,5,11,Loyal Customers,Helen Wasserman,Corporate
HZ-14950,5,886.52,-130.39,21,147.75,0.2,2016-03-14,2017-11-25,6,3,1.5,35,5,886.52,4,2,1,7,New Customers,Henia Zydlo,Consumer
IG-15085,4,744.57,320.5,19,106.37,0.03,2014-10-18,2017-10-20,7,1,42.0,71,4,744.57,3,1,1,5,Need Attention,Ivan Gibson,Consumer
IL-15100,7,5040.74,1121.94,60,360.05,0.07,2014-08-01,2017-08-10,14,3,28.04,142,7,5040.74,2,4,5,11,Loyal Customers,Ivan Liston,Consumer
IM-15055,3,2872.63,975.77,19,718.16,0.1,2014-01-23,2016-11-16,4,3,37.88,409,3,2872.63,1,1,4,6,Cant Lose Them,Ionia McGrath,Consumer
IM-15070,7,4930.47,514.65,93,234.78,0.17,2014-12-19,2016-12-05,21,3,6.24,390,7,4930.47,1,4,5,10,Loyal Customers,Irene Maddox,Consumer
JA-15970,8,6491.03,-819.42,87,270.46,0.21,2014-09-17,2017-09-29,24,3,9.43,92,8,6491.03,3,4,5,12,Loyal Customers,Joseph Airdo,Consumer
JB-15400,10,1791.6,156.05,43,111.98,0.21,2014-09-14,2017-12-23,16,3,-5.81,7,10,1791.6,5,5,3,13,Champions,Jennifer Braxton,Corporate
JB-15925,3,900.55,-286.98,32,112.57,0.3,2014-12-05,2015-12-24,8,3,1.59,737,3,900.55,1,1,1,3,Lost/Hibernating,Joni Blumstein,Consumer
JB-16000,7,644.12,126.76,32,92.02,0.07,2016-01-10,2017-11-17,7,2,35.48,43,7,644.12,4,4,1,9,Potential Loyalists,Joy Bell-,Consumer
JB-16045,5,2518.11,201.52,32,279.79,0.19,2015-05-03,2017-12-23,9,3,6.8,7,5,2518.11,5,2,3,10,Loyal Customers,Julia Barnett,Home Office
JC-15340,4,71.26,-0.36,12,17.82,0.22,2014-01-28,2017-09-07,4,2,-1.23,114,4,71.26,2,1,1,4,Lost/Hibernating,Jasper Cacioppo,Consumer
JC-15385,1,1058.11,502.92,14,264.53,0.05,2017-07-08,2017-07-08,4,3,38.44,175,1,1058.11,2,1,2,5,Lost/Hibernating,Jenna Caffey,Consumer
JC-15775,9,2772.06,279.57,64,173.25,0.12,2014-09-14,2017-07-25,16,3,22.36,158,9,2772.06,2,5,4,11,Loyal Customers,John Castell,Consumer
JC-16105,5,858.58,201.6,43,95.4,0.04,2014-11-18,2017-11-03,9,3,33.5,57,5,858.58,3,2,1,6,Need Attention,Julie Creighton,Corporate
JD-15790,5,2152.35,-266.55,26,307.48,0.17,2015-04-02,2017-09-04,7,3,17.82,117,5,2152.35,2,2,3,7,Cant Lose Them,John Dryer,Consumer
JD-15895,11,7610.86,1050.27,150,237.84,0.08,2014-03-26,2016-12-01,32,3,25.16,394,11,7610.86,1,5,5,11,Loyal Customers,Jonathan Doherty,Corporate
JD-16015,6,385.43,26.76,39,35.04,0.31,2014-10-04,2017-09-09,11,2,-15.83,112,6,385.43,2,3,1,6,At Risk,Joy Daniels,Consumer
JD-16060,3,695.44,111.11,17,115.91,0.05,2014-09-24,2017-03-05,6,2,22.14,300,3,695.44,1,1,1,3,Lost/Hibernating,Julia Dunbar,Consumer
JD-16150,8,8828.03,1619.52,60,519.3,0.06,2014-11-16,2017-11-19,17,3,17.9,41,8,8828.03,4,4,5,13,Champions,Justin Deggeller,Corporate
JE-15475,6,1388.68,276.22,49,106.82,0.18,2015-03-16,2017-06-20,13,3,-1.88,193,6,1388.68,2,3,2,7,At Risk,Jeremy Ellison,Consumer
JE-15610,7,7754.98,1623.4,74,387.75,0.16,2014-10-14,2017-11-12,20,3,12.96,48,7,7754.98,4,4,5,13,Champions,Jim Epp,Corporate
JE-15715,10,8697.84,1262.29,97,395.36,0.32,2014-08-25,2017-11-14,21,3,-17.29,46,10,8697.84,4,5,5,14,Champions,Joe Elijah,Consumer
JE-15745,13,6760.82,221.8,90,293.95,0.15,2014-06-22,2017-11-09,22,3,-0.97,51,13,6760.82,4,5,5,14,Champions,Joel Eaton,Consumer
JE-16165,3,2697.25,789.65,34,385.32,0.03,2016-12-05,2017-12-10,7,3,31.61,20,3,2697.25,5,1,3,9,New Customers,Justin Ellison,Corporate
JF-15190,7,2279.59,575.13,72,119.98,0.12,2014-11-15,2017-10-26,19,3,22.54,65,7,2279.59,3,4,3,10,Loyal Customers,Jamie Frazer,Consumer
JF-15295,5,955.12,97.29,42,68.22,0.11,2014-03-14,2017-05-19,14,3,22.05,225,5,955.12,1,2,1,4,Lost/Hibernating,Jason Fortune-,Consumer
JF-15355,6,1911.84,330.2,58,119.49,0.08,2015-10-23,2017-09-16,16,3,33.3,105,6,1911.84,2,3,3,8,At Risk,Jay Fein,Consumer
JF-15415,6,2371.45,635.64,69,169.39,0.07,2014-06-17,2017-12-28,14,3,29.84,2,6,2371.45,5,3,3,11,Loyal Customers,Jennifer Ferguson,Consumer
JF-15490,11,1082.92,-18.07,36,72.19,0.15,2014-10-19,2017-08-31,15,3,13.12,121,11,1082.92,2,5,2,9,At Risk,Jeremy Farry,Consumer
JF-15565,8,4198.33,1073.21,67,262.4,0.18,2014-10-11,2017-11-06,16,3,16.19,54,8,4198.33,3,4,4,11,Loyal Customers,Jill Fjeld,Consumer
JG-15115,3,2358.68,684.19,20,336.95,0.24,2014-09-21,2015-12-03,7,3,4.62,758,3,2358.68,1,1,3,5,Cant Lose Them,Jack Garza,Consumer
JG-15160,11,6366.39,1415.67,70,353.69,0.11,2014-05-30,2017-12-29,18,3,19.33,1,11,6366.39,5,5,5,15,Champions,James Galang,Consumer
JG-15310,6,2240.58,3.8,46,203.69,0.25,2016-03-03,2017-12-28,11,2,-16.33,2,6,2240.58,5,3,3,11,Loyal Customers,Jason Gross,Corporate
JG-15805,6,1507.02,206.1,46,167.45,0.07,2014-04-05,2017-05-21,9,2,24.0,223,6,1507.02,2,3,2,7,At Risk,John Grady,Corporate
JH-15430,4,309.28,-24.08,29,44.18,0.31,2014-02-24,2017-12-25,7,3,4.26,5,4,309.28,5,1,1,7,New Customers,Jennifer Halladay,Consumer
JH-15820,6,528.91,26.08,29,66.11,0.15,2014-05-19,2017-07-09,8,3,18.81,174,6,528.91,2,3,1,6,At Risk,John Huston,Consumer
JH-15910,7,959.48,-13.55,35,106.61,0.14,2015-06-12,2017-11-19,9,3,14.36,41,7,959.48,4,4,1,9,Potential Loyalists,Jonathan Howell,Consumer
JH-15985,6,7955.0,-644.7,64,568.21,0.09,2014-08-09,2017-12-01,14,3,26.96,29,6,7955.0,4,3,5,12,Loyal Customers,Joseph Holt,Consumer
JH-16180,4,2256.39,-96.95,28,451.28,0.22,2015-05-25,2016-11-21,5,3,-6.83,404,4,2256.39,1,1,3,5,Cant Lose Them,Justin Hirsh,Consumer
JJ-15445,5,709.18,200.56,25,118.2,0.07,2015-03-05,2016-09-03,6,2,33.58,483,5,709.18,1,2,1,4,Lost/Hibernating,Jennifer Jackson,Consumer
JJ-15760,2,195.0,34.45,11,65.0,0.07,2015-10-05,2015-12-08,3,2,23.67,753,2,195.0,1,1,1,3,Lost/Hibernating,Joel Jenkins,Home Office
JK-15205,5,4427.14,1219.98,67,340.55,0.13,2014-07-11,2017-10-30,13,3,15.63,61,5,4427.14,3,2,5,10,Loyal Customers,Jamie Kunitz,Consumer
JK-15325,3,383.81,55.33,15,95.95,0.1,2014-11-21,2017-03-18,4,2,29.75,287,3,383.81,1,1,1,3,Lost/Hibernating,Jason Klamczynski,Corporate
JK-15370,8,2709.63,330.28,72,159.39,0.12,2014-04-11,2017-11-16,16,3,19.07,44,8,2709.63,4,4,3,11,Loyal Customers,Jay Kimmel,Consumer
JK-15625,7,3760.03,750.95,44,313.34,0.12,2014-05-31,2017-10-30,12,3,19.94,61,7,3760.03,3,4,4,11,Loyal Customers,Jim Karlsson,Consumer
JK-15640,9,4760.43,1172.53,41,396.7,0.1,2014-09-19,2017-07-03,12,2,31.9,180,9,4760.43,2,5,5,12,Loyal Customers,Jim Kriz,Home Office
JK-15730,10,4867.2,55.05,88,243.36,0.33,2014-11-18,2017-10-07,20,3,-27.4,84,10,4867.2,3,5,5,13,Champions,Joe Kamberova,Consumer
JK-16090,3,3747.67,586.66,43,416.41,0.2,2015-04-21,2017-12-02,9,3,-8.83,28,3,3747.67,4,1,4,9,New Customers,Juliana Krohn,Consumer
JK-16120,10,2932.48,122.66,49,172.5,0.21,2014-11-02,2017-09-04,17,3,4.59,117,10,2932.48,2,5,4,11,Loyal Customers,Julie Kriz,Home Office
JL-15130,6,1214.96,-207.8,42,101.25,0.27,2014-07-18,2017-12-22,12,3,-1.28,8,6,1214.96,5,3,2,10,Loyal Customers,Jack Lebron,Consumer
JL-15175,5,1571.52,209.28,29,224.5,0.21,2014-12-31,2017-12-24,7,3,19.64,6,5,1571.52,5,2,2,9,New Customers,James Lanier,Home Office
JL-15235,5,2203.7,54.52,39,220.37,0.22,2014-05-25,2017-09-02,10,3,-10.82,119,5,2203.7,2,2,3,7,Cant Lose Them,Janet Lee,Consumer
JL-15505,6,3173.87,591.72,56,186.7,0.07,2014-11-14,2017-11-11,17,3,28.91,49,6,3173.87,4,3,4,11,Loyal Customers,Jeremy Lonsdale,Consumer
JL-15835,11,9799.92,228.91,143,288.23,0.09,2014-04-18,2017-12-09,33,3,24.25,21,11,9799.92,5,5,5,15,Champions,John Lee,Consumer
JL-15850,6,2725.26,779.9,38,247.75,0.24,2014-07-22,2016-04-25,11,3,8.37,614,6,2725.26,1,3,3,7,At Risk,John Lucas,Consumer
JM-15250,6,3159.12,19.82,91,166.27,0.29,2016-03-29,2017-11-23,19,3,-23.48,37,6,3159.12,4,3,4,11,Loyal Customers,Janet Martin,Consumer
JM-15265,5,1804.15,502.61,52,138.78,0.14,2014-08-25,2017-11-23,13,3,6.23,37,5,1804.15,4,2,3,9,New Customers,Janet Molinari,Corporate
JM-15535,7,1733.44,356.54,46,173.34,0.09,2014-09-13,2017-09-19,10,3,26.54,102,7,1733.44,3,4,2,9,Potential Loyalists,Jessica Myrick,Consumer
JM-15580,5,303.95,113.12,26,43.42,0.11,2016-04-14,2017-12-30,7,2,31.25,0,5,303.95,5,2,1,8,New Customers,Jill Matthias,Consumer
JM-15655,5,864.95,117.2,41,72.08,0.16,2014-04-08,2017-12-22,12,3,13.96,8,5,864.95,5,2,1,8,New Customers,Jim Mitchum,Corporate
JM-15865,7,7625.08,1574.62,50,586.54,0.18,2014-11-19,2017-09-12,13,3,-1.41,109,7,7625.08,2,4,5,11,Loyal Customers,John Murray,Consumer
JM-16195,10,2833.93,754.11,74,149.15,0.06,2014-04-30,2017-11-03,19,3,31.39,57,10,2833.93,3,5,4,12,Loyal Customers,Justin MacKendrick,Consumer
JO-15145,9,3254.95,581.4,59,250.38,0.07,2014-01-06,2017-11-03,13,3,22.86,57,9,3254.95,3,5,4,12,Loyal Customers,Jack O'Briant,Corporate
JO-15280,6,1934.27,202.14,36,175.84,0.17,2014-03-31,2017-09-29,11,3,16.27,92,6,1934.27,3,3,3,9,Potential Loyalists,Jas O'Carroll,Consumer
JO-15550,5,1090.84,167.67,42,99.17,0.24,2015-03-19,2017-05-29,11,2,7.95,215,5,1090.84,2,2,2,6,Lost/Hibernating,Jesus Ocampo,Home Office
JP-15460,7,1669.14,429.75,54,111.28,0.14,2014-08-24,2017-11-23,15,3,20.11,37,7,1669.14,4,4,2,10,Loyal Customers,Jennifer Patt,Corporate
JP-15520,7,3635.59,757.18,63,227.22,0.06,2014-08-22,2017-12-22,16,3,26.94,8,7,3635.59,5,4,4,13,Champions,Jeremy Pistek,Consumer
JP-16135,9,1707.71,309.71,47,131.36,0.15,2014-09-23,2017-09-19,12,3,18.83,102,9,1707.71,3,5,2,10,Loyal Customers,Julie Prescott,Home Office
JR-15670,2,1156.66,-785.16,14,385.55,0.3,2015-12-24,2016-05-16,3,2,-40.69,593,2,1156.66,1,1,2,4,Lost/Hibernating,Jim Radford,Consumer
JR-15700,1,863.88,107.98,3,863.88,0.2,2017-10-23,2017-10-23,1,1,12.5,68,1,863.88,3,1,1,5,Need Attention,Jocasta Rupert,Consumer
JR-16210,5,2201.69,452.37,41,220.17,0.22,2015-09-18,2017-11-27,10,3,-0.62,33,5,2201.69,4,2,3,9,New Customers,Justin Ritter,Corporate
JS-15595,4,1417.65,-175.55,35,177.21,0.31,2014-03-03,2017-09-02,8,3,-33.41,119,4,1417.65,2,1,2,5,Lost/Hibernating,Jill Stevenson,Corporate
JS-15685,4,1131.06,-54.87,42,102.82,0.21,2016-06-14,2017-11-18,11,3,6.68,42,4,1131.06,4,1,2,7,New Customers,Jim Sink,Corporate
JS-15880,5,3868.02,564.98,43,429.78,0.15,2014-04-08,2016-07-14,9,3,15.76,534,5,3868.02,1,2,4,7,Cant Lose Them,John Stevenson,Consumer
JS-15940,5,469.17,-327.93,37,58.65,0.34,2014-05-03,2016-09-23,8,2,-20.56,463,5,469.17,1,2,1,4,Lost/Hibernating,Joni Sundaresam,Home Office
JS-16030,6,2516.49,-311.26,70,139.81,0.18,2014-02-27,2017-12-02,18,3,0.12,28,6,2516.49,4,3,3,10,Loyal Customers,Joy Smith,Consumer
JW-15220,6,7721.71,2173.71,66,551.55,0.07,2015-04-30,2017-11-18,14,3,26.32,42,6,7721.71,4,3,5,12,Loyal Customers,Jane Waco,Corporate
JW-15955,7,1244.09,-29.58,41,113.1,0.08,2015-08-16,2017-12-25,10,3,17.16,5,7,1244.09,5,4,2,11,Loyal Customers,Joni Wasserman,Consumer
JW-16075,4,1428.73,154.06,38,204.1,0.33,2015-03-21,2016-09-25,7,1,-20.13,461,4,1428.73,1,1,2,4,Lost/Hibernating,Julia West,Consumer
KA-16525,7,1519.51,234.92,57,138.14,0.05,2014-03-11,2017-11-24,11,3,24.91,36,7,1519.51,4,4,2,10,Loyal Customers,Kelly Andreada,Consumer
KB-16240,7,3152.62,763.91,34,315.26,0.15,2014-03-31,2017-12-26,10,3,12.5,4,7,3152.62,5,4,4,13,Champions,Karen Bern,Corporate
KB-16315,9,1569.46,49.72,62,71.34,0.2,2014-08-26,2017-03-09,22,3,11.33,296,9,1569.46,1,5,2,8,At Risk,Karl Braun,Consumer
KB-16405,3,908.82,274.3,25,100.98,0.04,2015-11-20,2017-09-04,9,3,31.12,117,3,908.82,2,1,1,4,Lost/Hibernating,Katrina Bavinger,Home Office
KB-16585,12,2744.74,579.36,102,119.34,0.11,2014-04-04,2017-05-14,23,3,22.72,230,12,2744.74,1,5,3,9,At Risk,Ken Black,Corporate
KB-16600,7,983.92,293.55,29,109.32,0.27,2014-12-30,2017-12-29,9,3,-20.78,1,7,983.92,5,4,2,11,Loyal Customers,Ken Brennan,Corporate
KC-16255,6,2120.95,846.12,40,212.1,0.02,2014-09-08,2016-11-18,10,2,35.9,407,6,2120.95,1,3,3,7,At Risk,Karen Carlisle,Corporate
KC-16540,4,3908.26,709.42,28,781.65,0.2,2015-11-02,2017-09-24,5,3,-13.85,97,4,3908.26,3,1,4,8,Need Attention,Kelly Collister,Consumer
KC-16675,4,1146.05,156.78,40,163.72,0.09,2014-12-13,2017-11-03,7,2,22.96,57,4,1146.05,3,1,2,6,Need Attention,Kimberly Carter,Corporate
KD-16270,5,8282.36,1107.7,64,517.65,0.19,2014-11-11,2016-09-02,16,3,0.65,484,5,8282.36,1,2,5,8,Cant Lose Them,Karen Daniels,Consumer
KD-16345,6,1888.96,328.59,36,188.9,0.13,2014-09-02,2017-11-19,10,3,23.75,41,6,1888.96,4,3,3,10,Loyal Customers,Katherine Ducich,Consumer
KD-16495,12,8181.26,3038.63,84,292.19,0.09,2014-09-28,2017-09-09,28,3,24.52,112,12,8181.26,2,5,5,12,Loyal Customers,Keith Dawkins,Corporate
KD-16615,5,2243.51,539.72,56,172.58,0.11,2015-09-13,2017-03-16,13,2,29.63,289,5,2243.51,1,2,3,6,Cant Lose Them,Ken Dana,Corporate
KE-16420,8,1686.73,397.88,67,112.45,0.21,2014-04-03,2017-12-04,15,3,7.57,26,8,1686.73,5,4,2,11,Loyal Customers,Katrina Edelman,Corporate
KF-16285,7,10604.27,1660.14,67,589.13,0.03,2014-09-26,2017-09-24,18,3,32.6,97,7,10604.27,3,4,5,12,Loyal Customers,Karen Ferguson,Home Office
KH-16330,8,3312.86,454.79,70,184.05,0.14,2014-04-01,2017-11-20,18,3,18.75,40,8,3312.86,4,4,4,12,Loyal Customers,Katharine Harms,Corporate
KH-16360,6,3100.61,528.21,40,221.47,0.15,2014-04-29,2017-12-29,14,3,12.2,1,6,3100.61,5,3,4,12,Loyal Customers,Katherine Hughes,Consumer
KH-16510,7,5952.86,656.12,91,258.82,0.11,2014-08-15,2017-12-08,23,3,17.19,22,7,5952.86,5,4,5,14,Champions,Keith Herrera,Consumer
KH-16630,9,3918.97,727.38,84,230.53,0.11,2014-11-01,2017-11-02,17,2,26.29,58,9,3918.97,3,5,4,12,Loyal Customers,Ken Heidel,Corporate
KH-16690,7,5990.8,1227.51,69,399.39,0.13,2014-03-21,2017-12-28,15,2,19.91,2,7,5990.8,5,4,5,14,Champions,Kristen Hastings,Corporate
KL-16555,8,5016.49,-182.78,84,228.02,0.3,2014-06-15,2017-12-14,22,3,-16.62,16,8,5016.49,5,4,5,14,Champions,Kelly Lampkin,Corporate
KL-16645,12,14175.23,806.86,113,488.8,0.2,2014-07-25,2017-11-13,28,3,-3.26,47,12,14175.23,4,5,5,14,Champions,Ken Lonsdale,Consumer
KM-16225,6,2260.96,635.11,72,119.0,0.02,2015-07-06,2017-12-16,19,3,34.36,14,6,2260.96,5,3,3,11,Loyal Customers,Kalyca Meade,Corporate
KM-16375,8,5620.19,973.79,69,281.01,0.14,2014-07-20,2017-11-04,20,3,16.31,56,8,5620.19,3,4,5,12,Loyal Customers,Katherine Murray,Home Office
KM-16660,5,453.54,91.14,30,50.39,0.04,2014-12-22,2017-12-15,9,3,30.08,15,5,453.54,5,2,1,8,New Customers,Khloe Miller,Consumer
KM-16720,8,4909.47,745.77,98,175.34,0.09,2014-03-30,2017-12-02,28,3,24.46,28,8,4909.47,4,4,5,13,Champions,Kunst Miller,Consumer
KN-16390,9,2617.27,-151.15,56,153.96,0.22,2014-12-02,2017-12-11,17,3,2.76,19,9,2617.27,5,5,3,13,Champions,Katherine Nockton,Corporate
KN-16450,5,2171.96,114.31,49,271.5,0.28,2014-04-12,2017-11-08,8,3,-23.81,52,5,2171.96,4,2,3,9,New Customers,Kean Nguyen,Corporate
KN-16705,8,2280.58,329.76,55,152.04,0.12,2014-03-02,2017-09-23,15,3,12.8,98,8,2280.58,3,4,3,10,Loyal Customers,Kristina Nunn,Home Office
KS-16300,3,88.47,0.11,10,22.12,0.28,2015-01-13,2017-03-10,4,2,-2.54,295,3,88.47,1,1,1,3,Lost/Hibernating,Karen Seio,Corporate
KT-16465,7,3057.1,254.0,45,218.36,0.23,2014-09-08,2016-12-04,14,3,10.34,391,7,3057.1,1,4,4,9,At Risk,Kean Takahito,Consumer
KT-16480,10,4642.09,194.07,37,357.08,0.15,2014-03-10,2017-09-21,13,3,18.59,100,10,4642.09,3,5,5,13,Champions,Kean Thornton,Consumer
KW-16435,5,4416.52,1756.14,42,441.65,0.11,2015-08-24,2017-09-25,10,3,11.8,96,5,4416.52,3,2,5,10,Loyal Customers,Katrina Willman,Consumer
KW-16570,4,449.1,107.93,22,89.82,0.04,2014-09-30,2015-11-20,5,3,28.45,771,4,449.1,1,1,1,3,Lost/Hibernating,Kelly Williams,Consumer
LA-16780,11,8673.22,2059.12,105,333.59,0.12,2014-04-29,2017-07-29,26,3,22.77,154,11,8673.22,2,5,5,12,Loyal Customers,Laura Armstrong,Corporate
LB-16735,3,50.19,18.65,12,16.73,0.27,2016-07-25,2017-11-12,3,2,4.17,48,3,50.19,4,1,1,6,New Customers,Larry Blacks,Consumer
LB-16795,8,4985.68,-52.19,76,207.74,0.24,2014-04-23,2017-07-31,23,3,-4.66,152,8,4985.68,2,4,5,11,Loyal Customers,Laurel Beltran,Home Office
LC-16870,8,2580.7,-188.25,113,86.02,0.24,2015-05-03,2017-12-03,29,3,-13.93,27,8,2580.7,4,4,3,11,Loyal Customers,Lena Cacioppo,Consumer
LC-16885,12,7663.13,1288.35,93,333.18,0.16,2014-04-25,2017-12-14,23,3,12.8,16,12,7663.13,5,5,5,15,Champions,Lena Creighton,Consumer
LC-16930,8,4492.95,288.27,52,320.92,0.17,2014-02-20,2017-11-19,14,3,23.97,41,8,4492.95,4,4,5,13,Champions,Linda Cazamias,Corporate
LC-16960,4,3246.63,299.48,30,463.8,0.29,2015-02-23,2016-10-20,7,2,-6.07,436,4,3246.63,1,1,4,6,Cant Lose Them,Lindsay Castell,Home Office
LC-17050,5,2095.06,86.78,43,232.78,0.27,2014-01-31,2017-11-06,9,3,-8.56,54,5,2095.06,3,2,3,8,Need Attention,Liz Carlisle,Consumer
LC-17140,9,2633.58,231.13,62,138.61,0.18,2014-09-09,2017-12-17,18,3,-0.06,13,9,2633.58,5,5,3,13,Champions,Logan Currie,Consumer
LD-16855,1,5.3,0.46,3,5.3,0.2,2016-06-26,2016-06-26,1,1,8.75,552,1,5.3,1,1,1,3,Lost/Hibernating,Lela Donovan,Corporate
LD-17005,4,1961.93,557.17,25,280.28,0.03,2014-09-29,2016-11-11,7,3,37.14,414,4,1961.93,1,1,3,5,Cant Lose Them,Lisa DeCherney,Consumer
LE-16810,6,1469.45,161.76,32,163.27,0.26,2014-05-27,2017-12-09,9,3,-29.19,21,6,1469.45,5,3,2,10,Loyal Customers,Laurel Elliston,Consumer
LF-17185,7,3930.51,-3583.98,69,245.66,0.32,2014-07-26,2017-12-08,16,3,-36.99,22,7,3930.51,5,4,4,13,Champions,Luke Foster,Consumer
LH-16750,3,287.43,12.63,12,95.81,0.37,2014-09-21,2017-08-01,3,2,-20.97,151,3,287.43,2,1,1,4,Lost/Hibernating,Larry Hughes,Consumer
LH-16900,9,2295.33,526.07,64,153.02,0.13,2014-08-19,2017-12-09,15,3,16.67,21,9,2295.33,5,5,3,13,Champions,Lena Hernandez,Consumer
LH-17020,4,318.24,-242.74,34,53.04,0.47,2014-09-08,2017-05-05,6,3,-58.11,239,4,318.24,1,1,1,3,Lost/Hibernating,Lisa Hazard,Consumer
LH-17155,9,1739.69,316.52,44,91.56,0.08,2014-12-12,2016-12-10,19,3,26.32,385,9,1739.69,1,5,3,9,At Risk,Logan Haushalter,Consumer
LL-16840,6,2741.2,560.01,50,228.43,0.02,2014-04-29,2017-04-25,12,3,35.04,249,6,2741.2,1,3,3,7,At Risk,Lauren Leatherbury,Consumer
LM-17065,5,1346.77,-44.88,32,192.4,0.06,2014-06-27,2016-12-04,7,3,16.57,391,5,1346.77,1,2,2,5,Lost/Hibernating,Liz MacKendrick,Consumer
LO-17170,5,644.35,150.17,34,71.59,0.26,2015-02-06,2017-12-28,9,3,-7.04,2,5,644.35,5,2,1,8,New Customers,Lori Olson,Corporate
LP-17080,4,756.61,110.78,39,84.07,0.11,2014-06-24,2017-11-20,9,2,31.47,40,4,756.61,4,1,1,6,New Customers,Liz Pelletier,Consumer
LP-17095,7,3653.4,338.45,52,243.56,0.19,2016-06-06,2017-12-21,15,3,6.13,9,7,3653.4,5,4,4,13,Champions,Liz Preis,Consumer
LR-16915,6,5142.89,535.48,64,321.43,0.18,2014-08-08,2017-12-04,16,3,9.77,26,6,5142.89,5,3,5,13,Champions,Lena Radford,Consumer
LR-17035,5,1879.31,-382.81,44,156.61,0.27,2014-09-07,2017-08-20,12,3,-20.21,132,5,1879.31,2,2,3,7,Cant Lose Them,Lisa Ryan,Corporate
LS-16945,6,2845.27,-318.77,51,203.23,0.31,2015-04-25,2017-07-05,14,3,-21.07,178,6,2845.27,2,3,4,9,At Risk,Linda Southworth,Corporate
LS-16975,9,2988.67,262.64,63,135.85,0.28,2014-10-20,2017-12-10,22,3,-17.86,20,9,2988.67,5,5,4,14,Champions,Lindsay Shagiari,Home Office
LS-17200,6,1010.26,244.2,54,72.16,0.2,2014-10-18,2017-09-25,14,2,3.16,96,6,1010.26,3,3,2,8,Potential Loyalists,Luke Schmidt,Corporate
LS-17230,3,368.88,39.2,16,61.48,0.12,2014-01-06,2015-11-14,6,2,30.98,777,3,368.88,1,1,1,3,Lost/Hibernating,Lycoris Saunders,Consumer
